ship_date,origin_zone,dest_zone,carrier,service_level,package_weight_lbs,package_length_in,package_width_in,package_height_in,package_volume_cubic_in,insurance_value,transit_time_days,shipping_cost_usd
2024-05-06,4,8,Amazon_Logistics,PRIORITY,2.38,13.0,11.2,3.8,558.95,738.51,5.0,18.88
2023-11-23,3,4,DHL,OVERNIGHT,3.44,15.5,13.3,3.0,626.13,651.1,1.44,35.43
2024-08-19,4,9,FedEx,ECONOMY,7.86,22.6,19.7,12.7,5662.03,587.73,7.28,24.15
2024-12-27,4,7,USPS,PRIORITY,6.34,17.2,11.6,9.0,1797.54,1800.04,4.92,15.83
2024-02-09,9,7,LaserShip,PRIORITY,5.26,19.2,14.9,5.3,1523.78,1097.06,4.63,14.17
2024-05-16,6,8,UPS,ECONOMY,5.57,17.6,12.2,6.5,1397.55,829.34,5.2,16.48
2024-09-10,8,8,OnTrac,PRIORITY,7.8,28.2,15.5,12.6,5525.21,1850.16,4.93,21.14
2024-04-25,1,1,LaserShip,OVERNIGHT,3.41,20.5,15.2,5.2,1626.08,1363.93,0.82,24.79
2023-12-19,9,9,Amazon_Logistics,STANDARD,3.32,14.8,11.7,3.1,537.75,1979.88,7.85,11.32
2024-10-22,5,8,USPS,EXPRESS,0.64,8.9,8.2,2.3,169.08,502.7,2.2,16.05
2024-01-23,2,3,Amazon_Logistics,OVERNIGHT,2.03,12.3,8.2,1.8,177.96,1122.38,1.77,28.52
2024-07-08,4,8,USPS,PRIORITY,5.01,16.9,12.8,7.7,1670.38,1817.6,5.23,18.73
2023-10-03,2,7,FedEx,ECONOMY,3.03,13.4,10.9,2.6,383.42,1413.21,7.1,14.5
2023-09-03,1,1,FedEx,EXPRESS,3.07,16.6,11.0,8.7,1589.09,10.19,1.68,28.06
2024-01-13,9,9,LaserShip,OVERNIGHT,0.78,9.3,8.3,2.0,154.36,42.05,2.31,27.26
2024-08-16,2,3,OnTrac,ECONOMY,3.2,17.5,13.8,6.5,1576.52,1355.65,9.49,8.88
2024-12-10,8,7,FedEx,ECONOMY,1.43,12.2,10.3,3.0,378.25,1898.53,8.1,12.37
2024-01-29,3,3,UPS,STANDARD,3.06,12.4,10.7,3.4,451.71,308.57,5.66,13.65
2024-12-05,4,9,FedEx,EXPRESS,5.23,14.5,12.6,6.8,1249.51,335.47,2.99,29.27
2023-05-28,7,4,UPS,EXPRESS,4.44,15.5,11.8,9.8,1786.67,326.16,1.81,23.87
2023-07-10,4,9,DHL,EXPRESS,9.14,20.3,19.9,11.2,4523.68,1999.23,3.7,39.67
2023-05-25,8,7,FedEx,EXPRESS,9.96,20.8,17.6,13.1,4798.05,1677.22,3.0,38.81
2023-06-16,4,1,USPS,PRIORITY,3.14,14.7,11.5,4.8,811.42,838.92,4.11,11.81
2023-01-05,9,2,DHL,OVERNIGHT,5.7,13.3,12.8,7.8,1328.09,1431.73,1.14,39.49
2024-02-06,7,5,UPS,OVERNIGHT,1.54,11.9,9.3,2.5,282.9,1691.58,1.95,26.96
2024-02-05,7,6,OnTrac,OVERNIGHT,2.84,14.2,9.9,4.0,563.11,753.77,1.78,23.56
2024-06-16,5,1,DHL,ECONOMY,0.74,9.0,8.9,1.3,108.34,1746.96,5.72,6.46
2024-08-16,8,3,USPS,OVERNIGHT,4.68,16.1,12.1,7.0,1375.47,127.57,1.98,27.24
2024-01-09,7,1,LaserShip,ECONOMY,4.58,17.7,13.6,5.4,1289.61,845.39,8.29,7.57
2024-09-19,9,8,DHL,ECONOMY,5.51,15.5,11.8,7.9,1458.28,1865.87,12.76,20.05
2023-06-26,6,3,LaserShip,EXPRESS,4.16,14.4,13.1,6.3,1188.0,155.46,3.17,18.75
2024-05-20,4,7,UPS,EXPRESS,0.89,10.2,8.2,2.1,176.52,1214.35,3.11,20.9
2023-10-30,3,4,Amazon_Logistics,ECONOMY,0.69,10.4,7.5,2.1,161.73,1417.84,11.89,6.98
2024-06-27,3,1,FedEx,ECONOMY,2.0,15.5,10.1,3.9,612.91,817.44,5.1,7.25
2023-01-24,4,8,Amazon_Logistics,PRIORITY,0.71,10.3,8.4,2.0,171.26,149.83,3.39,13.88
2023-10-19,7,6,USPS,PRIORITY,0.92,9.8,7.3,2.4,170.16,521.1,3.86,11.46
2024-04-10,9,4,UPS,ECONOMY,1.24,12.3,9.8,2.4,289.35,402.6,9.92,7.56
2024-05-15,6,8,UPS,OVERNIGHT,4.11,19.4,12.8,6.4,1594.6,1906.83,2.01,32.89
2024-05-03,6,4,Amazon_Logistics,PRIORITY,3.11,12.5,10.2,3.8,481.22,66.76,3.62,11.45
2023-09-08,4,2,OnTrac,OVERNIGHT,6.3,25.1,14.5,14.6,5318.01,558.99,1.4,34.34
2023-04-16,9,3,UPS,EXPRESS,0.96,10.4,8.2,2.5,209.38,394.76,2.73,21.49
2024-04-17,8,7,USPS,PRIORITY,4.5,12.8,11.5,8.3,1219.04,1129.66,4.41,17.43
2023-08-13,7,4,OnTrac,EXPRESS,4.84,15.8,12.7,7.2,1449.2,1197.67,1.97,20.65
2024-10-04,3,9,OnTrac,OVERNIGHT,4.16,16.7,13.8,6.8,1579.19,1803.58,2.62,25.57
2023-01-11,2,7,OnTrac,OVERNIGHT,4.21,17.6,14.0,7.7,1900.76,799.35,1.92,24.31
2023-12-24,9,9,UPS,ECONOMY,0.65,10.1,8.9,2.1,189.89,1318.83,8.52,12.22
2023-10-19,5,1,USPS,PRIORITY,0.81,8.7,7.5,2.1,137.69,1585.2,2.59,9.46
2023-09-28,2,4,OnTrac,OVERNIGHT,0.48,9.5,7.2,1.9,128.79,392.31,2.05,24.02
2023-08-15,2,7,OnTrac,EXPRESS,1.74,13.0,10.3,3.1,416.61,1679.42,4.48,20.01
2023-10-23,9,2,USPS,STANDARD,6.0,17.1,12.8,6.7,1462.93,914.91,2.9,14.34
2023-04-14,6,7,USPS,EXPRESS,3.69,16.0,15.6,5.8,1440.66,471.97,2.51,21.13
2023-03-20,5,5,OnTrac,OVERNIGHT,9.84,27.2,17.2,12.4,5787.59,897.01,1.91,33.94
2023-06-06,1,4,USPS,ECONOMY,3.23,13.8,8.6,3.8,444.05,1416.93,11.03,7.67
2024-03-29,5,2,UPS,PRIORITY,0.83,10.9,8.8,2.1,202.59,1013.79,1.66,15.42
2024-01-18,7,2,FedEx,PRIORITY,3.34,10.6,11.1,4.1,483.94,364.87,2.99,12.52
2023-12-01,3,9,DHL,STANDARD,7.09,22.3,20.2,9.7,4377.5,1100.68,9.96,29.92
2024-10-27,1,6,OnTrac,PRIORITY,1.53,17.7,15.6,6.0,1647.72,664.1,4.84,16.08
2023-07-16,5,2,OnTrac,OVERNIGHT,3.54,12.8,10.1,3.9,512.6,1534.57,1.44,23.22
2023-04-27,9,9,Amazon_Logistics,ECONOMY,3.14,14.7,13.8,4.0,819.55,696.53,14.15,11.62
2024-10-31,1,7,OnTrac,OVERNIGHT,3.89,17.7,16.0,5.6,1577.83,1037.0,1.74,24.39
2024-08-31,6,7,UPS,STANDARD,8.08,26.1,20.1,10.4,5452.92,1960.09,7.87,21.56
2023-07-16,9,5,USPS,OVERNIGHT,8.09,28.2,19.6,10.7,5901.79,176.74,1.42,29.6
2024-05-13,8,4,DHL,OVERNIGHT,10.49,22.6,16.9,12.1,4624.92,85.75,1.43,47.57
2024-07-02,3,6,FedEx,ECONOMY,3.38,18.1,11.4,9.8,2034.63,1501.06,7.8,15.45
2023-01-03,5,9,OnTrac,OVERNIGHT,2.23,11.9,9.3,3.1,347.78,1304.97,2.18,21.46
2023-04-03,4,5,USPS,PRIORITY,1.23,9.2,9.0,3.5,286.59,1607.14,4.39,10.77
2024-12-15,1,5,DHL,OVERNIGHT,5.14,15.6,13.3,5.9,1213.77,1034.34,1.97,37.59
2023-06-27,1,2,Amazon_Logistics,STANDARD,0.51,9.9,7.9,1.4,108.28,431.78,5.59,6.98
2023-08-08,8,1,LaserShip,EXPRESS,6.05,18.2,11.0,6.5,1310.93,1192.48,1.46,21.31
2024-08-15,5,3,FedEx,EXPRESS,1.36,10.7,8.6,3.0,272.87,1729.92,2.33,21.02
2023-09-23,3,1,USPS,OVERNIGHT,0.71,11.1,8.1,2.2,200.04,62.82,1.15,23.11
2024-04-28,9,4,USPS,PRIORITY,5.44,15.9,10.1,9.9,1601.7,579.59,5.18,13.65
2023-07-17,2,5,OnTrac,ECONOMY,6.58,20.1,19.5,15.3,5988.63,1981.04,9.58,16.85
2024-08-09,2,3,LaserShip,PRIORITY,4.82,16.2,11.7,8.3,1572.09,374.59,5.37,12.21
2024-07-24,7,4,USPS,OVERNIGHT,1.08,12.9,7.7,2.8,281.3,825.63,1.76,24.32
2023-06-05,8,6,OnTrac,EXPRESS,3.74,20.3,16.5,5.5,1833.97,312.69,2.22,22.0
2024-05-24,4,2,Amazon_Logistics,ECONOMY,7.01,25.9,16.5,10.4,4452.78,108.12,8.5,13.23
2023-12-26,2,3,UPS,PRIORITY,3.62,19.5,16.1,4.8,1521.24,231.07,3.76,16.03
2024-08-09,2,5,LaserShip,ECONOMY,4.12,18.1,14.8,6.5,1735.01,623.91,9.59,8.1
2024-04-27,4,9,DHL,ECONOMY,5.47,16.7,16.0,7.3,1964.99,1820.02,11.67,18.07
2023-07-12,7,3,DHL,OVERNIGHT,10.84,23.5,17.0,13.9,5550.23,847.04,1.08,46.38
2024-01-22,3,6,OnTrac,EXPRESS,0.95,11.6,7.5,2.0,177.39,1630.51,3.67,20.52
2023-08-09,2,6,USPS,OVERNIGHT,3.77,13.5,11.7,3.3,520.59,196.77,1.88,23.36
2024-05-24,6,5,USPS,EXPRESS,4.78,15.8,10.4,8.4,1379.38,1566.58,3.32,20.15
2023-07-18,7,2,UPS,ECONOMY,4.38,17.7,15.7,6.1,1692.48,1755.53,7.5,9.63
2024-04-04,5,2,UPS,ECONOMY,3.85,17.3,14.2,8.0,1970.85,1427.02,7.07,9.95
2024-07-09,1,4,FedEx,OVERNIGHT,2.69,15.0,10.5,4.3,670.03,983.15,1.22,32.04
2024-03-28,5,5,Amazon_Logistics,EXPRESS,0.86,9.4,8.1,1.9,145.31,735.87,2.63,23.28
2023-02-27,6,9,USPS,STANDARD,0.81,7.8,8.8,1.8,124.23,998.46,8.07,12.09
2024-12-31,3,3,Amazon_Logistics,STANDARD,3.49,19.8,13.4,5.7,1501.98,304.18,8.22,9.69
2023-01-05,8,9,Amazon_Logistics,EXPRESS,1.14,12.9,8.1,3.1,322.23,351.44,2.89,24.04
2024-07-04,4,6,USPS,OVERNIGHT,1.9,12.8,8.6,3.5,383.54,509.5,2.03,22.78
2024-12-05,9,9,DHL,ECONOMY,7.06,22.6,18.9,10.6,4525.26,1892.35,14.99,23.0
2024-05-08,5,2,Amazon_Logistics,OVERNIGHT,1.6,14.1,8.8,3.6,440.4,1048.78,1.48,25.53
2024-08-05,9,8,Amazon_Logistics,STANDARD,3.48,13.6,11.3,3.5,539.2,416.58,6.4,15.11
2023-04-05,5,5,OnTrac,OVERNIGHT,4.72,15.1,14.3,9.2,1982.93,377.45,1.67,25.47
2023-03-15,8,3,OnTrac,ECONOMY,1.11,12.6,10.5,2.7,354.16,1010.71,12.16,7.2
2023-06-23,8,4,OnTrac,STANDARD,3.14,17.2,11.7,9.7,1939.25,1979.63,8.05,13.28
2023-11-09,9,6,USPS,EXPRESS,1.02,10.2,6.6,2.2,146.4,304.43,2.7,17.99
2023-03-14,8,7,LaserShip,PRIORITY,1.52,12.2,9.9,2.9,349.54,90.24,4.31,9.34
2024-04-12,9,9,LaserShip,PRIORITY,2.02,13.3,10.0,4.3,564.36,1725.2,6.66,14.95
2023-10-16,5,5,FedEx,STANDARD,1.86,14.2,8.7,3.2,399.31,370.08,7.33,13.7
2023-04-13,5,9,Amazon_Logistics,PRIORITY,0.97,10.5,9.8,1.5,149.24,1594.41,3.34,17.1
2023-03-08,9,9,DHL,EXPRESS,0.94,11.9,7.8,2.4,222.75,867.57,4.56,29.02
2023-05-15,5,2,USPS,OVERNIGHT,1.75,14.0,9.6,3.1,407.78,1494.33,1.12,26.13
2023-11-23,3,8,UPS,OVERNIGHT,1.07,10.9,9.5,2.4,251.91,227.51,2.03,24.97
2023-06-07,6,2,Amazon_Logistics,PRIORITY,7.04,24.5,11.8,13.9,4026.93,1371.87,3.91,18.68
2024-08-27,1,1,UPS,PRIORITY,1.2,13.0,9.2,3.1,375.31,1531.58,1.6,18.22
2024-05-22,2,2,FedEx,ECONOMY,11.57,22.3,18.1,11.4,4607.87,194.26,8.63,18.73
2023-11-14,1,2,FedEx,OVERNIGHT,3.11,12.9,12.1,4.7,729.36,1208.67,0.84,32.19
2024-04-13,3,3,LaserShip,ECONOMY,3.98,17.1,12.6,7.9,1697.56,858.43,11.07,6.6
2024-06-14,9,1,FedEx,ECONOMY,1.41,11.4,8.0,2.9,262.98,1953.7,6.51,4.87
2024-12-29,5,4,DHL,EXPRESS,0.59,11.5,7.6,1.9,165.39,259.58,2.27,26.15
2024-12-02,4,9,LaserShip,STANDARD,3.23,16.2,11.5,4.0,748.06,960.14,9.18,11.86
2023-09-19,6,3,DHL,PRIORITY,2.53,15.1,10.8,5.0,814.41,509.66,3.57,16.9
2024-08-14,3,6,Amazon_Logistics,PRIORITY,0.88,10.1,9.6,2.5,241.23,1310.99,4.55,10.23
2023-09-17,4,7,DHL,ECONOMY,5.0,19.1,13.1,6.7,1664.47,355.9,17.82,17.23
2023-12-06,8,6,DHL,STANDARD,3.17,14.9,11.7,3.9,672.11,1634.02,7.93,18.13
2023-05-05,3,3,USPS,ECONOMY,8.2,22.1,15.5,11.4,3908.75,768.5,8.33,11.07
2024-03-11,5,2,LaserShip,OVERNIGHT,0.74,10.8,8.0,2.5,217.98,1239.27,1.88,24.76
2024-02-07,2,9,FedEx,STANDARD,1.07,11.3,9.4,3.2,342.52,639.92,8.12,16.22
2024-11-07,3,8,LaserShip,ECONOMY,9.6,22.3,17.3,12.0,4636.55,1731.59,12.73,14.36
2023-08-31,5,9,Amazon_Logistics,EXPRESS,0.84,10.3,7.8,2.0,163.0,571.43,4.23,15.31
2023-04-29,9,5,Amazon_Logistics,OVERNIGHT,6.16,18.0,13.2,7.0,1666.96,307.61,1.39,28.93
2024-12-27,3,1,LaserShip,PRIORITY,2.92,12.9,10.9,4.4,613.81,792.26,3.68,11.6
2024-12-03,8,6,Amazon_Logistics,PRIORITY,4.8,17.0,13.9,6.4,1513.79,1917.53,2.61,17.55
2024-07-17,7,1,USPS,STANDARD,0.47,8.5,7.9,1.9,130.25,1668.56,7.73,6.11
2024-05-08,9,1,UPS,PRIORITY,1.47,11.1,11.3,2.2,276.46,1924.17,3.3,14.17
2023-02-26,9,3,OnTrac,EXPRESS,1.78,10.2,8.4,3.1,268.53,1654.16,3.53,18.54
2023-09-08,6,9,FedEx,ECONOMY,2.75,15.2,12.1,4.7,868.67,615.88,10.75,15.53
2023-01-22,6,3,Amazon_Logistics,PRIORITY,4.55,18.7,15.6,5.9,1727.89,534.05,4.02,12.63
2024-02-22,8,3,Amazon_Logistics,ECONOMY,2.0,13.9,11.9,4.2,690.54,824.21,10.41,7.6
2024-07-30,7,2,DHL,EXPRESS,0.71,10.4,9.1,2.3,217.4,869.48,2.84,27.71
2024-06-26,2,1,UPS,EXPRESS,2.17,13.8,12.2,4.2,702.67,33.21,1.29,20.49
2023-10-31,8,8,UPS,OVERNIGHT,3.38,16.2,17.2,6.4,1800.12,57.38,2.02,29.32
2024-06-20,8,4,OnTrac,PRIORITY,3.08,12.4,12.5,3.1,475.3,1215.88,3.77,14.33
2023-08-12,9,9,USPS,EXPRESS,6.27,14.7,10.4,5.8,898.0,1056.27,4.47,24.13
2023-02-19,6,4,UPS,STANDARD,3.51,17.9,11.4,8.6,1749.95,244.47,8.79,11.99
2023-09-06,4,9,Amazon_Logistics,EXPRESS,8.93,25.4,19.5,12.6,6241.9,423.22,3.0,23.46
2024-11-01,7,9,Amazon_Logistics,OVERNIGHT,3.31,17.2,13.2,8.5,1932.29,433.31,2.01,25.8
2023-09-27,2,8,USPS,ECONOMY,5.79,13.3,13.7,5.9,1083.59,1561.7,11.7,10.44
2023-04-27,6,4,FedEx,PRIORITY,11.35,22.9,18.7,12.9,5509.31,755.33,2.72,30.51
2023-05-11,4,5,OnTrac,EXPRESS,1.53,11.3,7.6,2.5,219.11,1984.7,2.76,22.74
2023-12-20,9,4,USPS,EXPRESS,5.15,18.3,13.2,6.1,1471.48,1008.06,2.43,19.13
2024-05-19,1,9,DHL,OVERNIGHT,9.55,24.0,18.4,14.0,6162.35,1492.25,2.28,48.71
2024-01-02,6,7,Amazon_Logistics,STANDARD,6.72,18.5,19.3,11.3,4040.81,127.93,9.17,16.69
2024-06-06,8,9,OnTrac,STANDARD,0.73,11.1,8.5,1.6,148.86,513.69,7.23,11.63
2023-12-26,5,5,Amazon_Logistics,OVERNIGHT,1.45,14.8,9.2,2.4,324.8,841.3,1.7,18.81
2023-10-11,2,3,UPS,ECONOMY,0.87,9.8,7.5,1.9,136.43,1252.68,7.61,8.06
2024-11-28,4,9,OnTrac,PRIORITY,9.23,24.3,21.8,11.9,6273.09,1036.33,4.94,22.69
2024-04-19,3,2,DHL,ECONOMY,3.01,15.0,12.1,4.7,850.2,174.86,8.81,10.07
2024-09-16,4,2,UPS,STANDARD,3.28,18.2,12.0,6.8,1485.4,1206.37,6.29,9.81
2024-11-05,5,8,LaserShip,EXPRESS,0.69,11.2,7.4,2.0,164.07,279.03,4.39,15.41
2024-09-19,6,7,DHL,PRIORITY,3.86,17.5,14.9,5.0,1295.28,1466.03,5.78,25.55
2023-02-17,1,6,DHL,ECONOMY,4.53,18.7,13.8,6.5,1678.03,740.42,9.91,15.94
2024-06-07,1,7,Amazon_Logistics,PRIORITY,4.09,15.6,15.1,7.1,1676.16,1972.0,4.95,19.58
2024-03-15,2,4,USPS,OVERNIGHT,6.28,23.2,19.3,12.7,5693.2,643.62,1.96,28.36
2023-05-30,4,8,DHL,ECONOMY,2.49,15.3,14.5,3.5,769.43,1851.64,12.01,16.21
2024-03-12,1,8,FedEx,OVERNIGHT,1.8,12.0,8.6,3.2,331.18,1888.35,1.74,32.61
2024-06-17,3,6,UPS,OVERNIGHT,3.13,12.2,9.6,4.6,537.96,95.88,1.9,29.27
2023-06-25,6,2,Amazon_Logistics,STANDARD,1.77,11.8,10.5,3.1,381.87,1291.35,5.97,10.86
2024-04-22,7,7,DHL,EXPRESS,1.12,13.9,10.7,3.5,520.55,1570.28,2.84,29.16
2023-02-12,3,9,FedEx,EXPRESS,3.12,10.3,11.0,3.8,425.11,226.4,2.63,28.54
2023-04-13,3,1,Amazon_Logistics,STANDARD,1.13,13.7,7.7,2.3,239.24,177.1,4.53,4.51
2024-02-20,4,2,LaserShip,ECONOMY,4.07,20.0,15.3,5.6,1723.79,596.0,7.42,7.05
2023-04-13,7,6,FedEx,OVERNIGHT,2.82,11.3,9.8,4.0,440.06,344.22,1.41,34.85
2024-01-10,7,9,Amazon_Logistics,PRIORITY,0.84,11.2,8.5,1.9,182.28,1135.83,5.16,8.45
2024-02-20,1,9,UPS,EXPRESS,0.96,9.3,7.7,1.9,134.86,1784.99,3.69,20.46
2023-08-16,3,1,Amazon_Logistics,PRIORITY,5.15,18.1,12.5,6.0,1354.95,1519.17,3.24,15.38
2024-08-28,6,4,OnTrac,STANDARD,4.52,16.8,13.2,8.2,1817.66,980.31,8.12,12.91
2024-04-18,6,4,Amazon_Logistics,STANDARD,0.9,10.6,7.8,2.0,167.2,152.43,4.41,7.09
2024-03-04,5,6,LaserShip,PRIORITY,1.17,11.0,8.4,3.1,286.11,127.58,6.14,10.56
2023-12-07,5,3,OnTrac,STANDARD,2.3,18.7,12.9,6.5,1567.84,1953.57,7.68,10.8
2024-08-06,6,8,DHL,OVERNIGHT,3.9,17.3,11.8,8.9,1815.24,906.37,1.66,38.83
2024-06-12,2,5,OnTrac,ECONOMY,4.55,27.2,16.9,11.8,5422.19,709.39,12.42,15.0
2024-10-15,3,1,OnTrac,OVERNIGHT,3.49,16.5,10.0,3.6,593.09,1028.73,1.37,28.43
2023-02-26,6,3,OnTrac,EXPRESS,0.7,8.7,6.5,1.5,84.3,804.76,3.06,18.61
2024-07-06,5,2,FedEx,PRIORITY,0.8,12.4,7.5,2.4,219.45,1032.5,2.99,11.82
2023-12-27,7,2,DHL,OVERNIGHT,9.51,29.2,20.7,14.2,8580.12,1265.42,0.8,52.58
2024-09-17,9,3,LaserShip,EXPRESS,5.08,18.0,15.0,7.1,1918.15,284.3,3.15,19.45
2023-03-11,8,2,LaserShip,STANDARD,1.72,13.7,10.0,3.9,539.99,1603.41,5.6,7.81
2024-09-11,6,5,DHL,PRIORITY,0.77,7.6,6.5,1.6,78.51,1084.22,4.88,17.98
2023-11-20,9,2,UPS,PRIORITY,6.22,21.0,19.1,15.8,6300.41,744.54,2.2,24.2
2023-05-27,9,2,FedEx,EXPRESS,3.68,19.8,11.8,8.9,2074.03,1755.9,2.49,28.45
2024-06-02,7,9,OnTrac,ECONOMY,3.77,16.8,11.8,7.6,1491.17,1738.07,12.82,13.4
2024-05-05,8,4,LaserShip,EXPRESS,4.3,15.8,11.8,8.1,1501.07,1080.24,2.91,19.41
2024-11-11,2,5,FedEx,ECONOMY,0.95,9.9,8.4,2.1,176.91,248.56,9.35,8.24
2023-08-31,6,2,FedEx,PRIORITY,5.44,15.0,12.8,10.0,1931.06,913.38,3.29,17.32
2024-01-13,5,9,OnTrac,ECONOMY,12.24,21.8,18.6,8.6,3487.53,1260.44,16.38,20.09
2023-09-02,6,8,Amazon_Logistics,EXPRESS,5.17,16.9,14.5,9.8,2395.64,660.28,3.45,25.19
2023-02-07,9,3,USPS,PRIORITY,1.06,13.0,9.2,3.9,463.56,1581.89,3.75,13.71
2023-03-16,6,2,LaserShip,OVERNIGHT,4.28,13.1,11.5,7.7,1158.05,270.33,2.2,22.3
2023-05-23,3,4,OnTrac,ECONOMY,8.7,25.2,21.2,11.3,6072.03,721.36,7.69,14.83
2024-05-02,6,5,UPS,ECONOMY,1.47,9.6,9.5,3.1,284.13,180.94,8.22,7.97
2023-12-22,4,6,FedEx,OVERNIGHT,3.51,16.6,11.7,6.9,1345.46,316.51,1.88,35.08
2024-12-23,5,6,DHL,STANDARD,1.25,12.9,8.9,3.3,376.33,923.09,6.47,15.53
2023-12-22,5,2,LaserShip,OVERNIGHT,5.01,16.4,12.0,7.0,1391.91,551.0,1.91,21.62
2024-07-12,3,6,Amazon_Logistics,EXPRESS,3.32,14.8,13.5,8.8,1768.75,1876.82,2.76,22.65
2023-04-02,7,7,DHL,EXPRESS,4.4,18.4,10.7,7.1,1395.56,731.14,2.7,34.14
2024-03-01,5,9,UPS,STANDARD,1.46,11.0,8.1,3.5,315.36,1613.97,6.51,15.61
2023-06-09,3,5,OnTrac,PRIORITY,0.85,10.3,6.5,1.8,122.6,317.05,4.57,13.51
2024-01-18,3,1,Amazon_Logistics,PRIORITY,1.68,12.6,9.1,2.7,308.81,1595.44,4.42,13.33
2023-12-22,8,9,Amazon_Logistics,OVERNIGHT,1.47,13.2,8.2,2.9,312.24,1326.85,1.97,30.23
2024-10-08,2,6,Amazon_Logistics,OVERNIGHT,0.97,9.3,7.6,1.9,132.11,292.83,1.78,21.41
2024-06-27,5,3,Amazon_Logistics,PRIORITY,5.11,15.8,11.8,6.2,1154.29,821.99,3.98,11.76
2024-06-18,3,3,OnTrac,PRIORITY,4.46,18.3,15.4,5.3,1499.95,1487.28,5.39,19.06
2024-06-15,5,3,OnTrac,OVERNIGHT,2.91,19.2,16.1,6.9,2127.13,226.31,1.62,28.19
2024-04-09,1,5,DHL,OVERNIGHT,1.05,12.7,7.8,3.1,308.1,1408.8,1.96,30.73
2024-06-25,9,6,UPS,OVERNIGHT,6.52,20.4,16.4,10.3,3461.67,64.77,1.73,37.1
2024-05-05,9,5,Amazon_Logistics,EXPRESS,8.67,23.4,17.5,9.0,3720.32,669.93,2.99,25.02
2024-11-26,2,1,UPS,EXPRESS,1.48,11.5,10.1,2.7,321.0,396.58,2.13,19.01
2024-05-14,6,1,FedEx,PRIORITY,2.66,14.5,10.0,4.3,623.63,1965.64,0.61,17.96
2024-11-15,9,7,LaserShip,EXPRESS,7.77,15.4,13.2,8.1,1644.98,1117.99,2.99,22.68
2024-11-12,8,1,OnTrac,PRIORITY,5.21,18.9,12.7,5.0,1206.1,1117.89,2.49,16.37
2024-12-22,9,8,FedEx,PRIORITY,1.28,13.3,9.7,2.3,298.22,1757.92,3.26,20.1
2024-03-04,1,1,OnTrac,EXPRESS,1.0,10.7,7.4,1.7,136.05,1359.31,2.57,21.51
2024-09-01,6,9,Amazon_Logistics,ECONOMY,5.76,15.1,11.5,7.8,1345.93,383.69,13.72,14.17
2024-10-08,2,2,USPS,PRIORITY,3.97,18.3,14.7,6.1,1631.33,1931.18,5.08,16.38
2024-06-25,6,2,UPS,ECONOMY,2.81,14.9,10.8,3.3,530.82,125.76,5.73,8.53
2024-02-20,3,3,OnTrac,STANDARD,2.15,14.5,11.7,4.4,745.45,613.74,7.52,11.79
2023-07-20,5,2,Amazon_Logistics,STANDARD,2.04,14.6,10.9,3.4,542.34,730.16,4.45,11.35
2023-01-09,5,7,FedEx,ECONOMY,2.22,12.8,12.0,4.2,645.4,1321.4,8.13,11.6
2023-04-12,2,1,USPS,OVERNIGHT,3.15,18.5,13.6,5.9,1482.81,1692.29,1.92,20.15
2024-05-19,3,8,DHL,EXPRESS,5.82,16.2,11.0,9.1,1617.5,774.48,3.85,29.89
2023-03-14,6,7,UPS,EXPRESS,8.12,23.6,17.5,11.8,4872.15,1813.86,2.07,31.47
2024-09-09,3,2,LaserShip,PRIORITY,5.1,23.3,17.8,9.9,4098.51,323.57,3.6,12.23
2024-06-13,1,8,FedEx,ECONOMY,0.68,9.0,8.4,2.2,164.28,1232.35,9.51,10.15
2023-01-26,4,9,Amazon_Logistics,STANDARD,0.95,12.0,9.5,2.4,269.72,1207.83,10.41,13.02
2024-02-13,9,7,OnTrac,PRIORITY,0.93,13.5,10.2,2.8,378.74,1843.53,3.84,17.48
2024-03-12,3,5,UPS,OVERNIGHT,5.4,17.1,14.8,5.6,1428.3,1932.07,1.51,26.97
2023-10-22,9,6,UPS,PRIORITY,2.03,11.1,10.5,3.4,392.43,40.6,4.2,14.95
2023-03-23,6,2,USPS,ECONOMY,2.49,12.5,12.2,4.2,644.62,1648.48,8.59,6.35
2023-04-10,4,6,USPS,ECONOMY,1.44,11.5,8.5,3.8,374.95,676.41,12.56,7.85
2023-04-20,8,5,Amazon_Logistics,EXPRESS,4.42,18.3,13.1,5.8,1391.55,47.29,3.93,22.66
2023-05-07,2,7,OnTrac,PRIORITY,6.23,26.3,15.4,11.1,4490.52,469.78,6.19,19.52
2024-09-23,4,3,OnTrac,OVERNIGHT,0.86,9.9,7.7,1.5,110.49,1384.63,1.78,20.68
2024-02-12,6,1,USPS,EXPRESS,7.14,26.3,19.6,11.2,5775.62,1357.51,2.11,22.52
2024-11-20,9,7,USPS,OVERNIGHT,6.13,17.3,10.3,6.7,1194.32,115.94,2.11,25.68
2023-11-14,9,4,FedEx,OVERNIGHT,0.64,9.0,6.9,2.0,121.75,860.5,1.3,29.54
2024-08-16,3,5,Amazon_Logistics,OVERNIGHT,0.79,10.7,7.7,2.4,196.6,1133.36,2.06,27.41
2023-12-14,7,3,FedEx,EXPRESS,5.54,15.6,12.0,7.6,1421.02,313.33,2.34,26.14
2023-12-19,7,9,DHL,EXPRESS,1.74,11.9,9.0,3.5,381.66,746.64,4.27,27.37
2023-08-20,6,7,LaserShip,ECONOMY,8.69,22.2,16.1,11.6,4149.92,86.52,12.87,13.87
