ship_date,origin_zip,dest_zip,origin_zone,dest_zone,carrier,service_level,package_weight_lbs,package_length_in,package_width_in,package_height_in,transit_time_days,shipping_cost_usd
2024-03-04,99094,80078,4,4,DHL,Priority,3.31,7.5,6.0,4.3,1.9,23.18
2024-03-04,90073,70040,4,7,OnTrac,Ground,1.85,6.7,6.3,5.1,4.7,16.73
2024-03-04,20073,55090,8,5,UPS,Express,2.67,6.1,5.9,2.0,2.0,41.1
2024-03-04,70056,30070,7,7,USPS,Express,0.85,7.8,4.5,5.0,2.1,20.21
2024-03-04,60034,30069,6,7,Amazon_Logistics,Express,6.23,7.8,4.7,2.0,1.0,35.67
2024-03-04,80087,90060,4,4,LaserShip,Ground,0.56,9.4,4.1,2.0,4.0,9.77
2024-03-04,55095,90088,5,4,OnTrac,Express,4.69,5.2,6.5,5.7,2.9,33.78
2024-03-04,10043,90074,8,4,DHL,Priority,5.44,5.8,4.8,4.0,4.1,37.81
2024-03-04,40039,33023,6,8,USPS,Overnight,0.85,5.8,6.9,4.2,1.2,66.25
2024-03-05,90078,50041,4,5,OnTrac,Ground,4.14,12.1,5.4,4.2,4.2,13.78
2024-03-05,40039,20092,6,8,USPS,Express,4.34,6.8,5.1,2.0,2.8,28.08
2024-03-05,10025,48075,8,7,DHL,Ground,3.06,8.5,5.8,2.7,4.7,16.71
2024-03-05,20054,50037,8,5,FedEx,Priority,5.15,6.4,4.8,5.3,2.8,37.59
2024-03-05,50047,83084,5,2,Amazon_Logistics,Priority,3.08,6.5,4.2,3.1,2.5,23.13
2024-03-05,60069,10017,6,8,FedEx,Express,2.72,6.3,4.3,3.1,1.2,38.98
2024-03-05,10010,30092,8,7,OnTrac,Express,0.51,6.3,5.4,2.0,21.638630085816065,22.86
2024-03-05,90052,14080,4,7,USPS,Ground,1.96,7.9,5.7,5.4,5.4,14.14
2024-03-05,60070,90078,6,4,FedEx,Priority,5.36,11.7,6.0,4.3,2.3,31.89
2024-03-05,60072,20091,6,8,USPS,Ground,7.09,8.5,6.4,5.7,4.4,18.15
2024-03-05,30097,50013,7,5,Regional_Express,Ground,0.1,5.4,3.4,5.6,5.2,11.42
2024-03-05,48090,55013,7,5,LaserShip,Ground,0.96,7.6,4.3,3.3,4.1,12.6
2024-03-05,70096,70098,7,7,USPS,Express,1.98,5.7,4.1,3.3,1.3,19.21
2024-03-05,10043,55062,8,5,FedEx,Express,0.23,5.3,4.9,2.4,2.4,38.89
2024-03-05,50064,50067,5,5,OnTrac,Express,0.33,8.2,5.5,4.5,3.0,21.97
2024-03-05,60017,99037,6,4,LaserShip,Overnight,2.45,9.3,6.2,6.1,2.1,66.53
2024-03-05,10026,30035,8,7,FedEx,Ground,1.83,5.3,4.2,3.6,3.9,17.42
2024-03-05,60031,90095,6,4,LaserShip,Express,0.33,7.3,5.4,2.0,2.0,23.05
2024-03-05,60023,33051,6,8,DHL,Ground,0.21,4.2,5.5,4.3,3.5,16.93
2024-03-05,70097,48089,7,7,DHL,Ground,5.04,11.9,3.5,3.4,2.8,19.81
2024-03-05,30073,20075,7,8,USPS,Express,0.33,6.0,7.0,5.8,1.8,24.66
2024-03-05,90051,20067,4,8,OnTrac,Ground,1.04,6.2,5.1,2.9,6.7,15.6
2024-03-05,60044,90096,6,4,USPS,Ground,0.41,4.5,5.8,6.8,4.7,10.58
2024-03-05,10081,70067,8,7,Regional_Express,Priority,1.59,4.0,6.5,3.0,4.4,13.62
2024-03-05,20024,30021,8,7,DHL,Ground,1.35,8.1,4.7,6.3,3.9,17.81
2024-03-05,90097,50076,4,5,LaserShip,Ground,3.81,5.0,5.0,4.3,4.4,12.89
2024-03-05,10041,10024,8,8,DHL,Ground,1.16,7.3,4.3,3.9,3.5,12.52
2024-03-05,30098,10098,7,8,LaserShip,Priority,9.65,7.3,5.3,4.6,2.8,24.24
2024-03-05,90078,05034,4,8,USPS,Priority,5.6,9.6,6.3,6.4,1.7,19.0
2024-03-05,70044,90046,7,4,UPS,Express,1.7,5.4,3.0,4.6,1.5,28.45
2024-03-05,30012,20019,7,8,USPS,Express,10.03,9.2,8.2,5.4,2.1,31.53
2024-03-05,60022,50035,6,5,USPS,Priority,0.96,6.0,5.5,3.1,2.5,12.04
2024-03-05,99017,30064,4,7,OnTrac,Ground,3.42,9.2,6.0,2.5,4.2,18.49
2024-03-05,55073,20082,5,8,LaserShip,Overnight,8.93,9.4,6.6,5.5,1.0,131.53
2024-03-05,20036,80084,8,4,Amazon_Logistics,Ground,0.88,5.5,5.1,3.2,6.2,15.27
2024-03-05,90045,48055,4,7,FedEx,Ground,0.49,7.8,6.7,5.0,5.0,25.86
2024-03-05,33036,33047,8,8,FedEx,Priority,0.66,7.2,3.0,2.6,1.9,14.85
2024-03-05,10012,33098,8,8,UPS,Ground,1.31,5.1,5.9,4.1,3.5,11.14
2024-03-05,50087,10064,5,8,OnTrac,Ground,20.58,16.5,10.3,6.6,5.2,40.41
2024-03-05,40081,90060,6,4,FedEx,Priority,0.23,7.4,3.4,2.9,1.8,21.33
2024-03-05,60058,83024,6,2,Amazon_Logistics,Priority,2.97,5.1,5.4,3.8,2.3,19.44
2024-03-05,70044,10082,7,8,LaserShip,Ground,0.44,6.4,4.6,4.5,5.2,11.31
2024-03-05,33015,14061,8,7,Amazon_Logistics,Priority,1.82,4.7,3.2,2.0,3.3,16.37
2024-03-05,10023,40054,8,6,LaserShip,Ground,3.24,4.6,7.2,4.7,5.0,16.61
2024-03-05,10091,60059,8,6,UPS,Overnight,0.31,5.0,5.6,2.0,1.0,73.98
2024-03-05,80080,80020,4,4,Regional_Express,Ground,5.35,6.6,5.3,7.4,3.6,12.0
2024-03-05,60091,83023,6,2,Amazon_Logistics,Ground,4.14,7.3,5.1,2.0,5.2,17.9
2024-03-05,40073,48093,6,7,DHL,Ground,5.05,6.3,6.7,5.2,5.0,18.43
2024-03-05,20087,40078,8,6,Amazon_Logistics,Express,5.43,4.5,4.9,4.5,2.4,39.6
2024-03-05,90074,55054,4,5,FedEx,Ground,0.88,7.2,6.5,2.7,4.0,13.54
2024-03-05,50067,20056,5,8,OnTrac,Overnight,3.56,5.9,6.8,4.8,2.0,102.0
2024-03-05,80036,90010,4,4,OnTrac,Priority,5.19,9.2,4.9,6.9,1.8,19.41
2024-03-05,48064,33076,7,8,UPS,Ground,21.87,18.1,10.5,6.3,4.0,34.45
2024-03-05,40068,20078,6,8,Regional_Express,Express,0.89,6.9,4.2,4.7,1.1,22.11
2024-03-05,55037,40047,5,6,Amazon_Logistics,Express,3.27,7.5,7.0,3.0,2.2,25.39
2024-03-05,60044,40088,6,6,UPS,Ground,3.94,7.7,5.0,2.8,3.7,13.59
2024-03-05,10038,10098,8,8,UPS,Priority,0.5,5.0,5.6,5.2,2.1,14.52
2024-03-05,50068,90055,5,4,LaserShip,Priority,0.53,6.5,4.5,3.6,3.7,16.42
2024-03-05,10011,20045,8,8,OnTrac,Ground,1.28,7.7,3.0,3.2,3.2,11.32
2024-03-06,60031,90017,6,4,USPS,Overnight,8.49,9.0,6.3,5.3,1.6,94.23
2024-03-06,40047,33044,6,8,FedEx,Ground,2.8,5.6,4.4,5.8,4.6,18.77
2024-03-06,55086,14058,5,7,DHL,Priority,1.46,8.0,4.0,5.3,2.9,19.71
2024-03-06,40087,20031,6,8,OnTrac,Ground,2.21,6.2,7.5,3.5,3.9,15.13
2024-03-06,10055,20071,8,8,FedEx,Priority,5.09,7.4,6.4,4.3,1.5,22.15
2024-03-06,83053,48037,2,7,OnTrac,Express,1.46,6.9,5.8,6.5,2.9,52.07
2024-03-06,90036,30080,4,7,FedEx,Ground,2.95,4.3,5.0,3.3,5.1,22.83
2024-03-06,20095,10089,8,8,LaserShip,Ground,0.14,5.7,7.2,3.2,4.0,8.03
2024-03-06,10068,90081,8,4,UPS,Ground,1.1,5.8,4.9,4.0,3.4,17.53
2024-03-06,20090,10020,8,8,FedEx,Express,0.4,9.1,3.0,3.8,2.2,26.46
2024-03-06,99069,80073,4,4,Regional_Express,Priority,0.83,5.9,4.4,3.1,3.1,10.06
2024-03-06,50024,90054,5,4,LaserShip,Express,3.03,7.0,6.3,6.2,1.8,26.82
2024-03-06,90052,60077,4,6,Amazon_Logistics,Express,2.78,6.7,4.6,2.8,1.5,32.15
2024-03-06,90032,40018,4,6,Amazon_Logistics,Priority,1.44,5.0,5.2,3.4,3.4,15.77
2024-03-06,70062,40065,7,6,OnTrac,Priority,2.32,6.4,6.6,6.1,3.8,16.09
2024-03-06,30024,10022,7,8,Regional_Express,Express,1.36,6.7,6.2,5.6,2.5,19.53
2024-03-06,20028,30030,8,7,LaserShip,Priority,3.05,7.5,3.0,4.5,3.6,18.75
2024-03-06,20047,10055,8,8,FedEx,Ground,0.38,5.8,4.4,3.1,2.8,12.39
2024-03-06,10025,90021,8,4,LaserShip,Priority,1.21,7.4,3.0,7.2,3.6,24.79
2024-03-06,40050,83011,6,2,Amazon_Logistics,Overnight,2.85,7.6,5.5,4.8,1.0,97.91
2024-03-06,10025,83039,8,2,UPS,Priority,0.36,4.0,3.0,3.3,4.0,26.8
2024-03-06,70058,05024,7,8,Amazon_Logistics,Ground,0.18,4.3,3.8,3.5,4.5,10.19
2024-03-06,10078,55011,8,5,Regional_Express,Express,1.12,8.5,5.3,3.6,2.4,25.73
2024-03-06,90075,40043,4,6,UPS,Express,0.87,5.8,4.4,3.8,2.2,27.14
2024-03-06,50015,10094,5,8,USPS,Overnight,13.35,8.3,5.2,3.6,1.1,169.63
2024-03-06,60040,20085,6,8,LaserShip,Ground,2.12,4.6,8.4,4.5,4.5,14.75
2024-03-06,10092,20054,8,8,LaserShip,Priority,2.84,8.9,4.3,4.5,2.3,13.12
2024-03-06,48059,10066,7,8,Amazon_Logistics,Ground,0.26,6.5,6.4,4.0,4.4,11.52
2024-03-06,14088,55049,7,5,DHL,Priority,0.96,7.1,4.0,4.7,3.2,25.56
2024-03-06,60073,55090,6,5,LaserShip,Express,0.99,4.5,4.8,3.0,2.7,23.91
2024-03-06,60072,80065,6,4,Regional_Express,Ground,3.06,6.5,3.2,3.3,4.8,13.62
2024-03-06,90071,33013,4,8,LaserShip,Priority,3.89,4.4,6.6,4.1,4.3,27.36
2024-03-06,97075,83010,5,2,Amazon_Logistics,Ground,0.74,6.8,3.0,3.7,5.1,13.07
2024-03-06,70070,10043,7,8,FedEx,Overnight,1.3,6.5,3.9,5.5,1.0,82.2
2024-03-06,83016,20079,2,8,DHL,Ground,0.6,5.7,6.0,4.3,5.9,33.28
2024-03-06,55040,20088,5,8,OnTrac,Priority,1.57,10.3,7.0,2.0,3.6,21.6
2024-03-06,99038,48069,4,7,DHL,Priority,1.23,8.3,5.6,3.1,2.9,26.38
2024-03-06,10034,33049,8,8,Amazon_Logistics,Priority,8.95,4.5,3.0,5.4,1.6,21.37
2024-03-06,80077,14059,4,7,DHL,Ground,1.59,7.5,6.3,2.9,5.5,22.34
2024-03-06,10075,60081,8,6,DHL,Ground,1.31,6.2,4.6,3.2,4.5,21.12
2024-03-06,70025,48076,7,7,OnTrac,Ground,0.48,4.0,7.7,7.7,3.2,11.45
2024-03-06,10046,33042,8,8,OnTrac,Express,2.0,9.4,3.0,4.7,,25.91
2024-03-06,50086,10049,5,8,USPS,Express,8.38,7.1,8.6,2.3,1.9,41.17
2024-03-06,70031,10053,7,8,LaserShip,Ground,3.5,7.3,6.8,3.1,3.6,11.93
2024-03-06,90082,90025,4,4,OnTrac,Overnight,1.37,6.4,5.7,3.5,1.2,68.27
2024-03-06,90081,99094,4,4,UPS,Express,0.1,5.9,3.9,2.0,2.0,23.82
2024-03-07,90065,10078,4,8,USPS,Ground,1.01,5.9,5.9,5.2,4.7,15.39
2024-03-07,60037,83083,6,2,Regional_Express,Overnight,0.57,4.6,3.0,6.2,1.0,75.55
2024-03-07,40032,99078,6,4,DHL,Express,2.62,5.0,3.0,8.9,2.1,40.5
2024-03-07,10085,90082,8,4,DHL,Ground,1.31,9.5,3.2,4.4,5.3,23.35
2024-03-07,20039,70071,8,7,UPS,Ground,4.14,7.5,5.7,2.0,4.3,15.02
2024-03-07,55027,48075,5,7,DHL,Overnight,0.66,9.7,3.9,4.9,1.0,107.87
2024-03-07,55048,30081,5,7,USPS,Ground,19.23,14.5,10.5,16.8,3.5,29.33
2024-03-07,20056,20064,8,8,Amazon_Logistics,Ground,1.22,8.6,3.7,6.3,2.6,10.74
2024-03-07,14021,55085,7,5,LaserShip,Ground,5.23,5.1,6.7,6.0,3.9,16.98
2024-03-07,10049,05065,8,8,FedEx,Express,2.5,8.6,5.6,4.7,1.2,31.99
2024-03-07,20067,40086,8,6,LaserShip,Ground,4.7,4.0,5.7,5.2,4.6,15.75
2024-03-07,70030,83030,7,2,Regional_Express,Express,0.44,5.6,5.1,3.5,3.4,37.22
2024-03-07,20075,30049,8,7,Amazon_Logistics,Priority,5.9,9.2,11.9,2.0,1.3,17.35
2024-03-07,60043,10057,6,8,LaserShip,Ground,8.62,8.8,8.3,2.0,4.6,18.73
2024-03-07,55026,83095,5,2,USPS,Express,1.78,7.0,5.2,4.6,1.1,31.68
2024-03-07,30060,99085,7,4,DHL,Express,0.79,5.7,6.5,4.2,2.2,36.74
2024-03-07,80033,30060,4,7,LaserShip,Priority,5.42,10.2,6.2,4.6,,25.49
2024-03-07,48098,83089,7,2,OnTrac,Express,1.68,5.8,3.9,2.0,3.5,42.41
2024-03-07,40077,90097,6,4,OnTrac,Priority,0.42,6.1,5.9,4.4,4.2,19.27
2024-03-07,60074,10077,6,8,FedEx,Express,0.72,4.4,5.1,2.6,1.9,32.56
2024-03-07,90075,80095,4,4,LaserShip,Ground,4.7,7.0,5.2,2.0,3.4,10.68
2024-03-07,70087,90041,7,4,FedEx,Express,1.67,8.1,5.9,5.3,2.0,42.32
2024-03-07,33017,55046,8,5,Regional_Express,Priority,3.01,6.6,3.6,3.6,3.7,23.97
2024-03-07,48036,55063,7,5,FedEx,Express,2.56,6.5,6.2,6.0,1.7,38.92
2024-03-07,30028,33080,7,8,DHL,Priority,3.97,6.7,6.2,8.0,2.4,21.05
2024-03-07,33036,10091,8,8,DHL,Ground,0.13,8.3,4.6,5.8,3.7,13.84
2024-03-07,33090,99071,8,4,FedEx,Express,0.32,4.5,7.0,4.4,2.7,44.54
2024-03-07,30032,50042,7,5,LaserShip,Express,4.65,6.7,3.7,5.1,,31.76
2024-03-07,20095,90031,8,4,FedEx,Ground,1.34,4.4,3.0,5.0,4.9,26.26
2024-03-07,80010,70012,4,7,FedEx,Ground,3.95,4.3,3.6,5.1,3.7,22.68
2024-03-07,70074,30058,7,7,Amazon_Logistics,Priority,2.45,6.8,4.1,4.3,1.4,13.48
2024-03-07,40036,60087,6,6,Amazon_Logistics,Ground,0.44,5.2,6.7,3.9,2.5,9.82
2024-03-07,97089,40083,5,6,USPS,Ground,22.44,15.3,10.2,12.2,4.2,26.96
2024-03-07,33046,60092,8,6,LaserShip,Express,4.57,5.9,6.7,2.8,2.9,35.8
2024-03-07,60054,90051,6,4,OnTrac,Ground,0.48,4.7,4.1,4.6,4.5,12.84
2024-03-07,10046,90092,8,4,OnTrac,Ground,5.31,7.6,5.7,4.0,5.4,19.75
2024-03-07,55088,60096,5,6,Regional_Express,Ground,3.32,7.3,5.2,4.9,4.7,13.47
2024-03-07,20020,10033,8,8,Regional_Express,Ground,5.21,5.3,3.2,3.2,3.9,13.78
2024-03-07,48094,60059,7,6,OnTrac,Ground,1.25,4.0,5.5,3.1,4.1,11.36
2024-03-07,70038,40010,7,6,OnTrac,Priority,1.29,7.0,5.5,5.9,3.9,17.41
2024-03-07,14041,48020,7,7,USPS,Priority,2.35,7.2,6.5,5.7,3.5,11.89
2024-03-07,55028,30039,5,7,Regional_Express,Ground,2.46,9.0,3.9,7.0,4.3,13.28
2024-03-07,90047,10087,4,8,Regional_Express,Priority,0.76,6.7,5.8,3.4,3.7,19.99
2024-03-07,80032,55073,4,5,USPS,Ground,1.02,11.1,5.1,2.3,3.8,10.08
2024-03-07,97091,10035,5,8,UPS,Priority,1.19,9.7,5.7,2.8,2.3,21.18
2024-03-07,33085,90010,8,4,Regional_Express,Priority,5.02,9.5,4.6,2.0,3.6,27.4
2024-03-07,90047,20051,4,8,UPS,Priority,0.51,4.9,6.9,5.4,3.5,24.25
2024-03-07,90067,83097,4,2,UPS,Overnight,3.11,9.1,5.3,3.6,1.0,104.06
2024-03-07,30021,10056,7,8,FedEx,Ground,1.24,8.5,6.0,4.9,,15.76
2024-03-07,60054,70087,6,7,FedEx,Overnight,1.02,6.2,4.8,4.6,1.0,90.83
2024-03-07,20043,14040,8,7,FedEx,Ground,1.93,4.0,4.1,3.1,1.9,16.1
2024-03-07,10060,48039,8,7,Regional_Express,Priority,0.32,4.6,4.4,6.3,4.2,14.51
2024-03-07,70057,33088,7,8,Amazon_Logistics,Overnight,0.78,8.8,3.0,5.6,1.0,65.53
2024-03-07,50026,30061,5,7,DHL,Express,1.31,10.4,7.4,2.4,2.1,38.03
2024-03-07,48036,40074,7,6,Amazon_Logistics,Ground,1.38,8.6,6.4,2.7,3.6,11.84
2024-03-07,90090,10082,4,8,LaserShip,Overnight,2.16,5.7,6.5,6.1,1.2,92.13
2024-03-07,80015,33082,4,8,Amazon_Logistics,Ground,2.6,6.8,6.7,5.1,5.4,16.95
2024-03-08,90039,90030,4,4,DHL,Ground,32.9,19.7,14.5,2.6,3.8,58.3
2024-03-08,40082,90060,6,4,UPS,Express,3.98,5.5,7.3,7.0,2.8,34.27
2024-03-08,80038,48063,4,7,Amazon_Logistics,Ground,0.94,4.0,5.4,3.3,6.3,14.03
2024-03-08,40042,90028,6,4,USPS,Express,1.57,5.9,3.7,3.8,2.6,28.82
2024-03-08,90060,10057,4,8,LaserShip,Express,28.94,21.1,14.1,6.3,4.1,136.41
2024-03-08,70042,90053,7,4,USPS,Ground,3.0,5.9,5.1,3.7,4.5,18.19
2024-03-08,90050,10079,4,8,DHL,Express,2.46,11.2,6.6,7.3,3.0,56.82
2024-03-08,60011,40072,6,6,UPS,Express,1.87,4.3,5.6,4.2,2.4,26.46
2024-03-08,20071,60038,8,6,LaserShip,Priority,2.33,9.5,5.4,2.1,2.4,17.8
2024-03-08,90042,60083,4,6,FedEx,Overnight,1.15,6.5,6.3,3.5,1.0,102.72
2024-03-08,10084,30042,8,7,OnTrac,Ground,0.88,8.8,5.9,3.3,4.4,11.21
2024-03-08,80012,80038,4,4,LaserShip,Ground,1.13,4.2,5.3,3.1,4.8,11.44
2024-03-08,90040,33072,4,8,DHL,Ground,2.03,5.4,8.1,4.3,5.8,24.54
2024-03-08,20038,20056,8,8,Regional_Express,Express,3.28,6.0,6.0,2.0,4.0,28.8
2024-03-08,10081,20081,8,8,DHL,Ground,2.14,5.7,7.2,2.2,2.8,13.02
2024-03-08,90037,30049,4,7,FedEx,Priority,9.51,8.7,7.6,7.0,3.1,49.84
2024-03-08,90082,33092,4,8,OnTrac,Priority,0.88,8.7,3.7,3.3,4.0,21.35
2024-03-08,55042,48019,5,7,UPS,Ground,4.75,11.5,8.2,4.4,4.5,19.6
2024-03-08,20039,33018,8,8,Regional_Express,Priority,2.38,6.0,4.8,3.2,2.1,11.54
2024-03-08,48059,90031,7,4,UPS,Express,3.28,4.0,6.0,8.1,2.0,42.64
2024-03-08,60022,20057,6,8,OnTrac,Priority,2.93,4.0,5.5,5.7,3.8,22.46
2024-03-08,90083,90019,4,4,LaserShip,Ground,3.25,8.9,6.9,4.0,2.8,10.97
2024-03-08,90046,55090,4,5,LaserShip,Express,7.69,7.0,6.4,5.3,3.7,45.07
2024-03-08,48075,97043,7,5,DHL,Express,1.11,7.4,3.1,4.3,2.3,30.41
2024-03-08,50080,10067,5,8,Regional_Express,Priority,1.29,10.2,5.5,2.0,4.0,20.25
2024-03-08,33077,90096,8,4,LaserShip,Express,1.04,4.8,6.7,2.0,3.7,37.72
2024-03-08,14030,30058,7,7,USPS,Ground,0.1,7.8,4.8,5.1,3.0,8.47
2024-03-08,83056,90011,2,4,USPS,Express,1.93,4.0,6.7,2.7,2.2,27.7
2024-03-08,30039,55021,7,5,DHL,Ground,2.14,6.9,6.4,3.8,6.4,14.59
2024-03-08,70075,10012,7,8,USPS,Priority,1.31,7.4,8.9,4.8,4.9,12.39
2024-03-08,30010,33067,7,8,OnTrac,Priority,2.76,6.5,4.4,2.3,3.3,19.64
2024-03-08,20070,83049,8,2,USPS,Express,1.63,6.2,5.0,3.8,2.4,35.41
2024-03-08,90060,90045,4,4,UPS,Ground,0.97,4.0,5.9,4.9,2.2,9.72
2024-03-08,83074,90032,2,4,FedEx,Ground,2.17,4.4,6.8,6.1,3.2,19.16
2024-03-08,30061,90086,7,4,LaserShip,Express,0.64,4.0,6.0,2.0,3.1,32.49
2024-03-08,10059,48062,8,7,LaserShip,Ground,1.1,7.4,5.2,5.6,4.8,11.56
2024-03-08,60023,90089,6,4,UPS,Express,0.98,4.2,4.2,3.2,2.8,24.91
2024-03-08,99033,83070,4,2,OnTrac,Priority,3.86,5.4,3.9,2.7,2.7,22.53
2024-03-08,33055,90078,8,4,Regional_Express,Express,1.32,5.7,5.4,4.0,4.8,28.38
2024-03-08,90027,90033,4,4,FedEx,Express,0.23,6.6,4.3,3.4,2.0,31.43
2024-03-08,10034,90070,8,4,FedEx,Ground,5.21,5.3,7.2,2.0,5.0,33.54
2024-03-08,90048,40060,4,6,USPS,Ground,0.61,5.7,4.4,5.0,3.5,10.44
2024-03-08,60074,05010,6,8,OnTrac,Express,4.08,6.9,5.8,3.5,2.9,34.25
2024-03-09,70071,40037,7,6,LaserShip,Ground,1.42,5.5,6.2,5.9,4.3,13.2
2024-03-09,20084,60013,8,6,LaserShip,Express,0.68,6.1,4.4,5.8,2.5,
2024-03-09,10021,40036,8,6,Amazon_Logistics,Ground,6.19,6.8,7.3,4.9,3.9,16.76
2024-03-09,90023,60034,4,6,Amazon_Logistics,Express,2.16,7.1,6.1,2.2,,26.42
2024-03-09,70019,33074,7,8,Amazon_Logistics,Overnight,0.4,4.3,4.0,4.4,2.5,57.08
2024-03-09,14076,33015,7,8,LaserShip,Express,10.06,6.0,4.7,5.8,4.3,43.68
2024-03-09,10088,60022,8,6,USPS,Express,1.76,8.6,5.4,4.0,2.2,
2024-03-09,70026,10054,7,8,USPS,Ground,11.36,11.0,7.8,5.9,4.4,15.58
2024-03-10,30029,60036,7,6,UPS,Priority,10.13,11.1,4.5,7.7,,27.98
2024-03-10,20083,40086,8,6,FedEx,Ground,4.41,6.7,5.8,5.1,3.3,26.05
2024-03-10,70074,90091,7,4,UPS,Priority,2.89,6.5,7.4,2.0,2.8,24.0
2024-03-10,60030,60044,6,6,UPS,Ground,0.69,8.3,5.7,5.4,2.8,12.29
2024-03-10,60089,90070,6,4,Regional_Express,Priority,10.48,8.1,7.3,5.0,4.7,30.27
2024-03-10,70015,99037,7,4,OnTrac,Express,2.1,4.0,6.4,2.9,4.8,32.14
2024-03-10,70032,90025,7,4,FedEx,Ground,1.59,10.0,5.2,2.0,4.6,19.28
2024-03-10,60027,60063,6,6,Regional_Express,Express,0.42,6.8,3.9,6.6,3.3,17.86
2024-03-10,10045,60024,8,6,LaserShip,Express,4.26,5.1,8.1,5.9,2.3,34.99
2024-03-10,80069,99054,4,4,Amazon_Logistics,Express,1.09,7.2,5.3,4.6,1.9,22.91
2024-03-11,55068,70059,5,7,OnTrac,Express,0.28,6.6,4.5,4.2,2.6,26.94
2024-03-11,20064,60026,8,6,Amazon_Logistics,Ground,4.73,9.3,3.0,5.6,3.4,17.2
2024-03-11,60031,48081,6,7,DHL,Ground,2.68,6.4,3.4,3.7,5.1,18.59
2024-03-11,90012,20034,4,8,LaserShip,Priority,0.35,7.0,6.7,2.6,3.5,22.07
2024-03-11,60070,10078,6,8,Amazon_Logistics,Ground,5.38,6.9,5.2,5.9,3.8,14.72
2024-03-11,80093,10020,4,8,Regional_Express,Ground,0.5,4.0,6.4,2.0,5.3,17.44
2024-03-11,70063,30061,7,7,FedEx,Priority,0.54,9.3,5.6,3.5,2.8,18.2
2024-03-11,70044,10093,7,8,Amazon_Logistics,Ground,3.39,6.8,5.5,2.0,4.0,11.88
2024-03-11,20074,20056,8,8,DHL,Overnight,5.25,9.6,6.4,2.9,1.0,119.46
2024-03-11,50029,40053,5,6,Regional_Express,Priority,0.99,5.9,4.3,4.6,3.4,13.06
2024-03-11,90083,10098,4,8,LaserShip,Express,1.3,4.8,7.5,4.1,3.1,29.52
2024-03-11,48020,70067,7,7,Amazon_Logistics,Express,4.16,11.2,5.6,5.8,2.3,25.01
2024-03-11,30064,99076,7,4,UPS,Ground,2.27,6.4,4.0,5.8,4.1,16.36
2024-03-11,83089,83047,2,2,FedEx,Ground,0.9,6.1,6.4,3.3,1.8,12.52
2024-03-11,90014,14087,4,7,FedEx,Ground,0.8,7.7,3.6,4.0,4.4,19.61
2024-03-11,50073,70074,5,7,LaserShip,Express,3.0,8.7,3.7,3.1,2.7,27.08
2024-03-11,90018,80032,4,4,Regional_Express,Ground,0.62,7.9,5.0,5.8,3.7,8.78
2024-03-11,80049,05056,4,8,UPS,Express,1.05,5.6,4.6,2.0,2.5,32.32
2024-03-11,20039,20090,8,8,UPS,Ground,1.16,7.3,4.7,2.0,2.6,12.16
2024-03-11,60016,83061,6,2,OnTrac,Express,1.63,4.0,3.6,6.7,3.4,39.55
2024-03-11,90069,80020,4,4,OnTrac,Ground,8.96,11.4,3.0,9.2,3.3,17.18
2024-03-11,14089,97057,7,5,Regional_Express,Ground,2.04,9.1,6.6,3.0,3.7,12.11
2024-03-11,97018,33014,5,8,DHL,Express,0.47,7.9,3.7,4.3,1.7,42.24
2024-03-11,48058,40069,7,6,UPS,Ground,2.77,7.7,5.6,2.0,4.3,13.98
2024-03-11,10049,10038,8,8,USPS,Ground,0.58,7.4,5.6,4.8,3.3,9.99
2024-03-11,30029,90033,7,4,Amazon_Logistics,Ground,6.84,10.5,6.3,2.2,4.9,19.39
2024-03-11,30023,90021,7,4,Amazon_Logistics,Ground,1.45,5.0,5.7,2.9,5.2,13.0
2024-03-11,10047,10095,8,8,OnTrac,Priority,2.64,7.5,3.0,4.3,1.7,16.5
2024-03-11,80094,60077,4,6,DHL,Priority,2.16,8.5,7.5,6.7,3.4,31.72
2024-03-11,80025,50089,4,5,UPS,Express,4.06,9.4,6.7,2.1,1.8,33.29
2024-03-11,20072,48035,8,7,UPS,Express,2.15,6.6,4.4,4.7,1.6,30.41
2024-03-11,30095,20063,7,8,Regional_Express,Express,1.11,6.6,3.0,3.9,2.6,22.03
2024-03-11,90023,33079,4,8,FedEx,Priority,0.34,6.7,3.0,3.2,2.6,30.14
2024-03-11,20072,30066,8,7,OnTrac,Priority,0.45,6.5,4.8,3.0,3.0,15.6
2024-03-11,90056,90067,4,4,Amazon_Logistics,Express,9.46,12.8,5.7,4.7,1.4,26.74
2024-03-11,33079,55078,8,5,UPS,Express,0.41,4.0,6.2,4.7,1.6,33.31
2024-03-11,10067,60052,8,6,FedEx,Ground,0.91,8.4,4.4,5.2,,18.94
2024-03-11,40045,10026,6,8,Amazon_Logistics,Ground,4.68,8.1,7.5,3.0,3.8,16.08
2024-03-11,50013,80072,5,4,UPS,Overnight,7.27,9.0,8.5,5.9,1.0,102.71
2024-03-11,20046,55052,8,5,LaserShip,Priority,3.02,10.9,4.7,4.6,3.8,23.87
2024-03-11,10055,20088,8,8,OnTrac,Priority,0.19,5.4,4.5,6.7,3.1,12.57
2024-03-11,33084,48071,8,7,FedEx,Ground,4.16,7.9,4.8,9.1,3.2,17.5
2024-03-11,50013,40013,5,6,UPS,Express,1.72,4.0,6.6,3.9,1.6,28.87
